2201.72,1033.32,1931.63,7364.60,6219.26,1537.62
464.49,7090.77,34.89,7297.34,3748.75,1674.40
501.02,416.83,8870.01,6245.87,3548.54,475.67
3632.97,7174.63,9058.29,5663.29,3584.97,7530.37
352.53,9116.82,1638.23,4856.15,5450.92,8205.54
8318.85,3110.38,4655.75,8181.64,6444.75,565.61
3977.95,6623.53,2834.46,8991.89,6139.11,7191.84
8330.13,2682.66,6443.47,8023.93,484.60,712.39
9718.74,6448.82,2791.21,8228.29,201.98,3268.69
8983.29,6626.65,5633.73,5788.58,4411.84,8978.77
93.49,8396.16,8498.99,9197.26,6981.07,7882.46
9338.70,3274.64,6773.62,5845.53,5670.00,8822.69
5425.58,9828.03,3761.81,2903.70,9575.23,1500.70
4182.04,1154.10,273.57,238.96,4607.31,4401.14
3024.44,4756.08,2743.20,4181.67,2754.84,4471.82
4824.58,5275.63,7762.14,387.39,6333.43,6896.24
4233.13,4152.93,8357.26,9922.55,341.28,292.50
2399.04,2625.57,8295.86,6990.69,3614.80,8463.57
3656.67,502.50,9434.41,6984.07,4892.16,3475.06
5019.09,1252.39,4880.95,2592.53,9255.32,2136.01
9186.04,9676.27,9343.58,2810.99,8337.04,6192.25
5684.12,3371.73,7093.75,3180.63,1710.85,6390.37
8259.63,281.41,6591.36,296.20,3290.41,9229.17
5555.54,3490.34,1579.48,8972.44,8754.62,8724.30
1070.92,661.10,2179.21,2728.68,3489.34,5443.76
8288.32,6031.43,5575.14,4771.30,9895.99,8008.17
9502.70,1708.41,641.52,1199.48,2413.16,5585.14
9624.48,1255.73,9015.28,9272.10,4370.46,4842.72
8753.14,7500.35,1765.05,4845.01,238.11,6775.14
655.24,3926.75,6897.20,1893.57,2742.87,3955.20
1684.55,6197.69,4817.70,4151.91,7815.40,1640.26
5200.05,446.01,4842.92,9774.40,7370.50,5132.51
1031.08,5199.76,7468.14,4097.27,8895.88,7682.84
5829.33,3001.69,3405.39,3263.31,5905.10,4600.11
7338.11,9410.82,5552.29,6397.39,672.41,3060.40
9486.38,4027.42,1653.69,9486.76,1508.31,3607.02
3993.51,1185.34,9030.09,1230.02,162.37,5884.63
7681.19,1653.64,5375.09,8343.85,2838.22,2450.18
5239.39,1751.90,8427.77,4808.16,3387.18,8937.92
520.99,5178.79,9059.95,3365.22,4897.55,8806.20
795.91,4051.32,1055.87,7318.55,8999.32,8869.56
8815.58,178.50,5548.21,4226.62,399.82,6826.73
309.07,5815.74,2265.75,2050.17,4245.35,6517.72
6571.22,1462.29,7962.00,2909.67,5197.64,7181.87
3698.30,5127.63,7845.28,6754.43,9181.78,4509.82
3595.06,1172.97,8383.82,6040.20,8382.98,3339.39
4894.88,4908.70,6088.21,7614.76,1392.15,9930.65
9359.48,2888.19,4105.54,3565.72,854.63,6448.91
5701.49,8438.21,8916.93,666.67,1481.32,1655.34
1371.17,1343.56,3948.48,7092.50,2699.41,7178.16
7994.27,1952.55,9841.68,6688.15,4841.35,4066.48
9164.00,3110.67,7188.74,344.03,9922.31,4266.26
2832.36,2431.69,3284.34,5097.74,4110.87,7313.21
8935.45,8041.53,1995.98,3423.73,6279.26,4653.13
395.15,9327.95,216.69,4856.86,2237.09,8198.47
9381.39,7162.64,5846.97,8657.41,13.15,7246.91
7365.44,4993.69,6543.43,9362.63,1852.82,6185.48
3340.71,63.35,9800.92,8371.25,7562.76,8469.52
5002.89,2790.57,8699.25,5888.67,57.86,6376.74
6977.51,5505.79,9575.93,1109.63,4057.81,4765.80
340.52,2557.81,6509.34,2918.98,1202.99,9919.01
5725.33,6736.87,8916.38,2491.59,4249.62,2779.59
8361.05,4437.65,1615.95,9676.54,1142.45,1097.84
7249.02,2689.64,2648.88,1524.51,4518.77,4987.26
8652.26,3886.42,4408.08,1226.89,8572.84,6032.59
8380.71,814.21,4864.83,9113.34,5830.78,3802.50
9192.51,2823.61,4252.78,5400.91,3642.33,9993.90
4001.84,500.79,6596.40,7074.97,4070.34,3111.09
2713.74,7267.74,2427.77,4292.58,8627.20,2271.99
2262.91,7220.46,5075.96,6565.30,1897.91,3378.91
5005.08,1743.29,6504.41,8066.12,3059.05,906.76
381.96,3548.87,568.63,8659.92,7246.43,4498.15
2829.12,3638.51,3821.63,7369.48,2762.29,3862.36
7578.70,9501.49,3471.57,4225.42,8131.75,1817.27
1291.05,252.00,7870.40,6277.74,4705.25,6552.20
2494.03,248.49,2378.85,8889.07,9252.48,4164.16
1302.59,4970.01,581.68,996.67,2112.05,4482.99
1924.55,1491.24,452.63,2135.95,4575.87,3144.84
7332.49,5403.80,4390.33,3982.31,986.75,9674.22
5728.54,9918.89,9179.81,8555.07,5787.70,6760.68
3266.91,8788.54,1148.91,4376.95,1184.32,2909.12
2474.07,3331.54,735.06,1494.65,7686.64,6066.12
5123.05,2074.68,543.56,2100.50,7308.03,8593.34
1480.32,5331.10,4945.04,6295.07,4276.40,2130.33
6228.14,4976.12,6960.31,8236.71,3365.42,5548.65
6407.74,7883.13,2125.83,7350.67,9152.92,9525.89
8520.68,495.37,2572.25,6067.49,8537.41,1595.52
5658.16,9419.08,713.38,8743.40,6841.38,5223.45
4467.41,8521.64,141.67,1996.19,5195.93,5334.41
9389.08,7402.35,7859.58,5966.94,6234.10,9485.07
2204.06,8580.62,9430.32,4020.89,9400.95,5548.46
6064.51,5036.59,9801.43,8718.64,2749.03,2430.32
3623.72,2185.14,3024.98,6735.93,820.12,8940.87
4353.91,1752.26,4287.08,9358.67,1286.09,3561.82
2840.65,7079.02,9672.47,7973.90,4648.28,3283.76
8087.30,6970.57,6015.69,3093.61,1191.32,6673.25
135.95,8716.98,6237.65,7980.09,6614.78,8356.74
9578.54,657.45,7511.00,3109.38,90.69,1966.38
8396.95,5170.99,8896.82,9371.70,4628.67,6740.69
8484.52,9875.80,9520.39,7414.38,2145.64,7277.75
2299.70,2670.32,157.54,9271.04,6035.53,6588.36
300.11,1475.00,6281.34,7608.34,6105.81,7887.98
5513.49,7473.14,7925.45,2370.53,2429.02,2819.33
6025.16,9659.36,6765.33,8417.36,6893.88,4483.55
5503.99,7959.27,8050.51,6965.11,1055.16,3377.19
3755.93,428.13,4148.19,7860.99,1621.51,3070.00
1460.54,833.70,3576.68,6912.44,770.83,1690.94
9057.86,6875.85,1943.33,4567.22,7859.90,781.27
1428.49,2028.85,7328.37,8320.63,6440.14,9930.61
1733.19,6330.78,3296.21,8531.32,6825.95,8793.36
8068.81,8925.27,5522.62,1685.01,5683.90,4383.07
8856.80,7213.38,1650.29,8323.35,4429.90,4036.52
2430.16,4199.24,6680.71,9805.07,8729.77,8345.19
6779.34,4584.61,5010.34,8049.27,8171.47,9814.60
3959.43,2886.77,2968.94,9511.88,7391.68,2448.07
8256.41,8658.88,2212.82,3492.40,8089.61,5407.15
2095.17,4201.28,1442.81,8828.89,819.72,2819.87
1902.28,9228.25,8241.72,5044.54,5368.00,328.39
